iter	Accuracy	Logloss
285	1	0.0004003916329
286	1	0.0004003857079
287	1	0.0004003797831
288	1	0.0004003738501
289	1	0.0004003679174
290	1	0.0004003619934
291	1	0.0004003560697
292	1	0.0004003501378
293	1	0.0004003442062
294	1	0.0004003382748
295	1	0.0004003323437
296	1	0.0004003264129
297	1	0.0004003204908
298	1	0.000400314569
299	1	0.000400308639
300	1	0.0004003027093
301	1	0.0004002967883
302	1	0.0004002908591
303	1	0.0004002849302
304	1	0.00040027901
305	1	0.0004002730817
306	1	0.0004002671535
307	1	0.0004002612342
308	1	0.0004002582746
309	1	0.0004002553109
310	1	0.0004002523472
311	1	0.0004002493836
312	1	0.0004002464201
313	1	0.0004002434609
314	1	0.0004002404975
315	1	0.0004002375342
316	1	0.0004002345709
317	1	0.0004002316077
318	1	0.0004002286446
319	1	0.0004002256858
320	1	0.0004002227228
321	1	0.0004002197641
322	1	0.0004002168013
323	1	0.0004002138385
324	1	0.00040021088
325	1	0.0004002079173
326	1	0.0004002049548
327	1	0.0004002019922
328	1	0.0004001901427
329	1	0.0004001871805
330	1	0.0004001842184
331	1	0.0004001812563
332	1	0.0004001782944
333	1	0.0004001753325
334	1	0.0004001723706
335	1	0.0004001694089
336	1	0.0004001664471
337	1	0.0004001634855
338	1	0.0004001605239
339	1	0.0004001575624
340	1	0.000400154601
341	1	0.0004001516396
342	1	0.0004001486784
343	1	0.0004001457171
344	1	0.0004001427602
345	1	0.0004001397991
346	1	0.0004001368381
347	1	0.0004001338771
348	1	0.0004001309162
349	1	0.0004001279554
350	1	0.0004001249947
351	1	0.000400122034
352	1	0.0004001190733
353	1	0.0004001161128
354	1	0.0004001131523
355	1	0.0004001101919
356	1	0.0004001072315
357	1	0.0004001042713
358	1	0.000400101311
359	1	0.0004000983509
360	1	0.0004000953908
361	1	0.0004000924308
362	1	0.0004000894709
363	1	0.000400086511
364	1	0.0004000835512
365	1	0.0004000805914
366	1	0.0004000776318
367	1	0.0004000746722
368	1	0.0004000717126
369	1	0.0004000687531
370	1	0.0004000657937
371	1	0.0004000628344
372	1	0.0004000598751
373	1	0.0004000569159
374	1	0.0004000539568
375	1	0.0004000509977
376	1	0.0004000480387
377	1	0.0004000450798
378	1	0.000400042121
379	1	0.0004000391622
380	1	0.0004000362034
381	1	0.0004000332448
382	1	0.0004000302904
383	1	0.0004000273319
384	1	0.0004000243734
385	1	0.0004000214151
386	1	0.000400009582
387	1	0.0004000066239
388	1	0.0004000036659
389	1	0.000400000708
390	1	0.0003999977502
391	1	0.0003999947924
392	1	0.0003999918347
393	1	0.000399988877
394	1	0.0003999859194
395	1	0.0003999829619
396	1	0.0003999800045
397	1	0.0003999770471
398	1	0.0003999740898
399	1	0.0003999711326
400	1	0.0003999681754
401	1	0.0003999652183
402	1	0.0003999622612
403	1	0.0003999504336
404	1	0.0003999474769
405	1	0.0003999445202
406	1	0.0003999326942
407	1	0.0003999297379
408	1	0.0003999267817
409	1	0.0003999149572
410	1	0.0003999031339
411	1	0.0003999001782
412	1	0.0003998972227
413	1	0.0003998942672
414	1	0.0003998913118
415	1	0.0003998794906
416	1	0.0003998765355
417	1	0.0003998735805
418	1	0.0003998706255
419	1	0.0003998588062
420	1	0.000399846988
421	1	0.0003998351708
422	1	0.0003998233547
423	1	0.0003998115397
424	1	0.0003997997258
425	1	0.000399787913
426	1	0.00039976429
427	1	0.0003997524804
428	1	0.0003997406719
429	1	0.0003997288644
430	1	0.000399717058
431	1	0.0003997052527
432	1	0.0003996934485
433	1	0.0003996816453
434	1	0.0003996580418
435	1	0.0003996344425
436	1	0.0003996226447
437	1	0.000399610848
438	1	0.0003995990524
439	1	0.0003995872578
440	1	0.0003995754643
441	1	0.0003995636719
442	1	0.0003995518806
443	1	0.0003995400904
444	1	0.0003995283012
445	1	0.0003995165131
446	1	0.0003995047261
447	1	0.0003994929401
448	1	0.0003994811552
449	1	0.0003994693714
450	1	0.0003994575887
451	1	0.000399445807
452	1	0.0003994340264
453	1	0.0003994222469
454	1	0.0003994104685
455	1	0.0003993986911
456	1	0.0003993869148
457	1	0.0003993751396
458	1	0.0003993633654
459	1	0.0003993515923
460	1	0.0003993398203
461	1	0.0003993280494
462	1	0.0003993251068
463	1	0.0003993221644
464	1	0.000399319222
465	1	0.0003993162797
466	1	0.0003993133374
467	1	0.0003993103952
468	1	0.0003993074531
469	1	0.0003993045111
470	1	0.0003993015691
471	1	0.0003992986272
472	1	0.0003992956853
473	1	0.0003992927435
474	1	0.0003992898018
475	1	0.0003992868602
476	1	0.0003992839186
477	1	0.0003992809771
478	1	0.0003992780356
479	1	0.0003992750942
480	1	0.0003992721529
481	1	0.0003992692117
482	1	0.0003992662705
483	1	0.0003992633294
484	1	0.0003992603883
485	1	0.0003992574473
486	1	0.0003992545064
487	1	0.0003992515656
488	1	0.0003992486248
489	1	0.0003992456841
490	1	0.0003992427434
491	1	0.0003992398028
492	1	0.0003992368623
493	1	0.0003992339219
494	1	0.0003992309815
495	1	0.0003992280412
496	1	0.0003992251009
497	1	0.0003992221608
498	1	0.0003992192206
499	1	0.0003992162806
500	1	0.0003992133406
501	1	0.0003992104007
502	1	0.0003992074609
503	1	0.0003992045211
504	1	0.0003992015814
505	1	0.0003991986417
506	1	0.0003991957022
507	1	0.0003991927626
508	1	0.0003991898232
509	1	0.0003991868838
510	1	0.0003991839445
511	1	0.0003991810053
512	1	0.0003991780661
513	1	0.000399175127
514	1	0.0003991721879
515	1	0.000399169249
516	1	0.00039916631
517	1	0.0003991633712
518	1	0.0003991604324
519	1	0.0003991574937
520	1	0.0003991545551
521	1	0.0003991516165
522	1	0.000399148678
523	1	0.0003991457395
524	1	0.0003991428012
525	1	0.0003991398629
526	1	0.0003991369246
527	1	0.0003991339864
528	1	0.0003991310483
529	1	0.0003991281103
530	1	0.0003991251723
531	1	0.0003991222344
532	1	0.0003991192966
533	1	0.0003991163588
534	1	0.0003991134211
535	1	0.0003991104834
536	1	0.0003991075459
537	1	0.0003991046084
538	1	0.0003991016709
539	1	0.0003990987335
540	1	0.0003990957962
541	1	0.000399092859
542	1	0.0003990899218
543	1	0.0003990869847
544	1	0.0003990840477
545	1	0.0003990811107
546	1	0.0003990781738
547	1	0.000399075237
548	1	0.0003990723002
549	1	0.0003990693635
550	1	0.0003990664268
551	1	0.0003990634903
552	1	0.0003990605537
553	1	0.0003990576173
554	1	0.0003990546809
555	1	0.0003990517446
556	1	0.0003990488084
557	1	0.0003990458722
558	1	0.0003990429361
559	1	0.0003990400001
560	1	0.0003990370641
561	1	0.0003990341282
562	1	0.0003990311923
563	1	0.0003990282566
564	1	0.0003990253209
565	1	0.0003990223852
566	1	0.0003990194496
567	1	0.0003990165141
568	1	0.0003990135787
569	1	0.0003990106433
570	1	0.000399007708
571	1	0.0003990047728
572	1	0.0003990018376
573	1	0.0003989989025
574	1	0.0003989959675
575	1	0.0003989930325
576	1	0.0003989900976
577	1	0.0003989871627
578	1	0.000398984228
579	1	0.0003989812933
580	1	0.0003989783586
581	1	0.000398975424
582	1	0.0003989724895
583	1	0.0003989695551
584	1	0.0003989666207
585	1	0.0003989636864
586	1	0.0003989607522
587	1	0.000398957818
588	1	0.0003989548839
589	1	0.0003989519498
590	1	0.0003989490159
591	1	0.000398946082
592	1	0.0003989431481
593	1	0.0003989402143
594	1	0.0003989372806
595	1	0.000398934347
596	1	0.0003989314134
597	1	0.0003989284799
598	1	0.0003989255465
599	1	0.0003989226131
600	1	0.0003989196798
601	1	0.0003989167465
602	1	0.0003989138134
603	1	0.0003989108803
604	1	0.0003989079472
605	1	0.0003989050142
606	1	0.0003989020813
607	1	0.0003988991485
608	1	0.0003988962157
609	1	0.000398893283
610	1	0.0003988903504
611	1	0.0003988874178
612	1	0.0003988844853
613	1	0.0003988815528
614	1	0.0003988786204
615	1	0.0003988756881
616	1	0.0003988727559
617	1	0.0003988698237
618	1	0.0003988668916
619	1	0.0003988639596
620	1	0.0003988610276
621	1	0.0003988580957
622	1	0.0003988551638
623	1	0.000398852232
624	1	0.0003988493003
625	1	0.0003988463687
626	1	0.0003988434371
627	1	0.0003988405056
628	1	0.0003988375742
629	1	0.0003988346428
630	1	0.0003988317115
631	1	0.0003988287802
632	1	0.000398825849
633	1	0.0003988229179
634	1	0.0003988199869
635	1	0.0003988170559
636	1	0.000398814125
637	1	0.0003988111941
638	1	0.0003988082634
639	1	0.0003988053326
640	1	0.000398802402
641	1	0.0003987994714
642	1	0.0003987965409
643	1	0.0003987936104
644	1	0.0003987906801
645	1	0.0003987877497
646	1	0.0003987848195
647	1	0.0003987818893
648	1	0.0003987789592
649	1	0.0003987760291
650	1	0.0003987730992
651	1	0.0003987701692
652	1	0.0003987672394
653	1	0.0003987643096
654	1	0.0003987613799
655	1	0.0003987584502
656	1	0.0003987555207
657	1	0.0003987525911
658	1	0.0003987496617
659	1	0.0003987467323
660	1	0.000398743803
661	1	0.0003987408737
662	1	0.0003987379445
663	1	0.0003987350154
664	1	0.0003987320864
665	1	0.0003987291574
666	1	0.0003987262285
667	1	0.0003987232996
668	1	0.0003987203708
669	1	0.0003987174421
670	1	0.0003987145134
671	1	0.0003987115848
672	1	0.0003987086563
673	1	0.0003987057279
674	1	0.0003987027995
675	1	0.0003986998712
676	1	0.0003986969429
677	1	0.0003986940147
678	1	0.0003986910866
679	1	0.0003986881585
680	1	0.0003986852305
681	1	0.0003986823026
682	1	0.0003986793748
683	1	0.000398676447
684	1	0.0003986735192
685	1	0.0003986705916
686	1	0.000398667664
687	1	0.0003986647365
688	1	0.000398661809
689	1	0.0003986588816
690	1	0.0003986559543
691	1	0.000398653027
692	1	0.0003986500998
693	1	0.0003986471727
694	1	0.0003986442456
695	1	0.0003986413186
696	1	0.0003986383917
697	1	0.0003986354648
698	1	0.000398632538
699	1	0.0003986296113
700	1	0.0003986266846
701	1	0.000398623758
702	1	0.0003986208315
703	1	0.000398617905
704	1	0.0003986149786
705	1	0.0003986120523
706	1	0.000398609126
707	1	0.0003986061998
708	1	0.0003986032737
709	1	0.0003986003476
710	1	0.0003985974216
711	1	0.0003985944957
712	1	0.0003985915698
713	1	0.000398588644
714	1	0.0003985857183
715	1	0.0003985827926
716	1	0.000398579867
717	1	0.0003985769415
718	1	0.000398574016
719	1	0.0003985710906
720	1	0.0003985681653
721	1	0.00039856524
722	1	0.0003985623148
723	1	0.0003985593896
724	1	0.0003985564646
725	1	0.0003985535396
726	1	0.0003985506146
727	1	0.0003985476897
728	1	0.0003985447649
729	1	0.0003985418402
730	1	0.0003985389155
731	1	0.0003985359909
732	1	0.0003985330664
733	1	0.0003985301419
734	1	0.0003985272175
735	1	0.0003985242931
736	1	0.0003985213688
737	1	0.0003985184446
738	1	0.0003985155205
739	1	0.0003985125964
740	1	0.0003985096724
741	1	0.0003985067484
742	1	0.0003985038246
743	1	0.0003985009007
744	1	0.000398497977
745	1	0.0003984950533
746	1	0.0003984921297
747	1	0.0003984892061
748	1	0.0003984862827
749	1	0.0003984833592
750	1	0.0003984804359
751	1	0.0003984775126
752	1	0.0003984745894
753	1	0.0003984716662
754	1	0.0003984687431
755	1	0.0003984658201
756	1	0.0003984628972
757	1	0.0003984599743
758	1	0.0003984570514
759	1	0.0003984541287
760	1	0.000398451206
761	1	0.0003984482834
762	1	0.0003984453608
763	1	0.0003984424383
764	1	0.0003984395159
765	1	0.0003984365935
766	1	0.0003984351324
767	1	0.0003984336713
768	1	0.0003984322101
769	1	0.000398430749
770	1	0.0003984292879
771	1	0.0003984278269
772	1	0.0003984263658
773	1	0.0003984249048
774	1	0.0003984234438
775	1	0.0003984219828
776	1	0.0003984205218
777	1	0.0003984190608
778	1	0.0003984175999
779	1	0.0003984161389
780	1	0.000398414678
781	1	0.0003984132171
782	1	0.0003984117562
783	1	0.0003984102953
784	1	0.0003984088345
785	1	0.0003984073737
786	1	0.0003984059128
787	1	0.000398404452
788	1	0.0003984029912
789	1	0.0003984015305
790	1	0.0003984000697
791	1	0.000398398609
792	1	0.0003983971483
793	1	0.0003983956876
794	1	0.0003983942269
795	1	0.0003983927662
796	1	0.0003983913055
797	1	0.0003983898449
798	1	0.0003983883843
799	1	0.0003983869237
